potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
-1.012210739335187,-0.48494788186131466,0.003602513003054867,-2.8023953667966626,-2.8765414886603304,-2.845351181657934,-2.8172042294081736,-1.007322385182348,-0.47739617808593654,0.0037955371200000003,-2.861371663554497,-2.858152268311643,-2.857615702437834,-2.8590912585908086
-1.0193319944981063,-0.49165588655696135,0.003748763171058298,-2.8198085042830363,-2.8916986245340297,-2.8599079420199995,-2.8341197414625086,-1.0126665163313116,-0.4825858545774154,0.0038590553300000005,-2.877468639768764,-2.8746516689312673,-2.873846820120554,-2.8754565177419806
-1.02418499801654,-0.4965471399808705,0.0037690756943921065,-2.835056765217051,-2.9078849486460676,-2.8749312652141814,-2.849995752776074,-1.0176090653708152,-0.48755157181554176,0.00391090693,-2.8928949086407707,-2.890346220740178,-2.88927308899256,-2.8910169280824394
-1.0290380015349743,-0.5016829560759752,0.0037772007037256312,-2.851340401893498,-2.923509897355374,-2.8908877140725995,-2.865588263887612,-1.022412605218583,-0.49265629824540413,0.0039679436900000005,-2.90791875310742,-2.90550420667528,-2.90429693345921,-2.9059066310806365
-1.0345767555505785,-0.5073428350379274,0.0038868883297282046,-2.867341663367464,-2.936234406483912,-2.9039514733718885,-2.8800467741910376,-1.026582880970664,-0.49732082890143575,0.00402109158,-2.920796334078834,-2.9181135047097895,-2.917040372962172,-2.918381787646694
-1.0390605088013056,-0.512129275888467,0.00397626343239697,-2.8809897981540815,-2.9477426022398685,-2.9143091682448965,-2.8911977821374695,-1.0301353380928073,-0.5015451637836366,0.004078128340000001,-2.931259368618108,-2.928442397780611,-2.9275034075014457,-2.928844822185968
-1.042383761210668,-0.5160073411031376,0.00400063846039754,-2.889555179296028,-2.956256795847934,-2.923360487187975,-2.900742288939078,-1.0332167085096229,-0.5054683120837427,0.004139053970000001,-2.940246847004407,-2.937161593230006,-2.9367591688246493,-2.9378323005722673
-1.0457070136200306,-0.5199552813667216,0.004020950983731352,-2.8994383113828897,-2.9654259274258514,-2.9324118061310545,-2.910475795875371,-1.035973724145721,-0.5092678966578611,0.00419609073,-2.948295335111541,-2.945344222805592,-2.9450759398686874,-2.9461490716163055
-1.0494522663353436,-0.5237984090569359,0.004142826123734213,-2.9071565669173904,-2.973285183064065,-2.9402500617106275,-2.917941301195441,-1.0382133166792462,-0.5125037217321612,0.00425053491,-2.955136550002605,-2.9525878621020123,-2.9520512962282033,-2.9531244279758213
-1.051826018056317,-0.5267331611112813,0.00419563868440212,-2.9142159469794335,-2.9781504365543894,-2.9457555031296145,-2.9235168051686564,-1.0399972679731921,-0.515322519231253,0.00430497909,-2.961038774614503,-2.9584900867139106,-2.9579535208401015,-2.958892511119267
-1.0533557691653885,-0.5291438502987795,0.0042200137124026905,-2.9192987006241053,-2.983202815178955,-2.951914132513564,-2.929942809747958,-1.041371914424804,-0.5176702300250173,0.004358126980000001,-2.9658678674787833,-2.9631850381097387,-2.9625143307674775,-2.963319179578191
-1.0551492704656793,-0.5316244145351905,0.00430532631040469,-2.924757954538752,-2.9865710675953325,-2.955180072338387,-2.9339118125763495,-1.0424530970271955,-0.51968586330519,0.0044242377700000005,-2.9696238285954455,-2.9668068577579487,-2.9657337260103307,-2.9668068577579487
-1.056415271383532,-0.5333014157091025,0.004366263880406122,-2.9282405820360276,-2.9891908194747376,-2.957419573932551,-2.936274314259914,-1.043094083855756,-0.5211300143526699,0.00446183018,-2.971635950622229,-2.968818979784732,-2.967611706568662,-2.9689531212531843
-1.0563625213452879,-0.5341399162960581,0.004350013861739072,-2.9284288321710146,-2.9908749456829264,-2.959285825261021,-2.937975315472082,-1.043472497766593,-0.5222961470166778,0.004507200330000001,-2.9724407994329423,-2.9696238285954455,-2.9685506968478275,-2.9698921115323498
-1.0567845216512386,-0.5348736043096445,0.0043581388710726005,-2.929370082845954,-2.9902200077130754,-2.9589125749953267,-2.937691815270054,-1.0435574478282095,-0.52292168837949,0.00453831129,-2.9725749409013944,-2.9697579700638976,-2.96868483831628,-2.9700262530008024
-1.0574702721484086,-0.535397667176492,0.004451576478408124,-2.929464207913449,-2.9905006954144406,-2.959285825261021,-2.93788081540474,-1.0434956659652157,-0.5231688158314652,0.00455775564,-2.972172516496038,-2.969355545658541,-2.968818979784732,-2.9698921115323498
-1.0569955218042137,-0.5351531045052964,0.004423138945740788,-2.9284288321710146,-2.9898457574445896,-2.9588192624289036,-2.937597315202712,-1.043333488574857,-0.5231147567013457,0.00457849628,-2.971770092090681,-2.9689531212531843,-2.96868483831628,-2.9694896871269933
-1.0576812723013838,-0.5354326047009486,0.004500326534409269,-2.929181832710967,-2.9905006954144406,-2.959845700659562,-2.9385423158761395,-1.0430709156571334,-0.5228212928521251,0.004590162890000001,-2.971501809153777,-2.96868483831628,-2.96868483831628,-2.9692214041900886
-1.0566790215747512,-0.5343495414427972,0.004435326459741075,-2.9280523319010396,-2.9898457574445896,-2.9587259498624805,-2.937691815270054,-1.0427620063421643,-0.5222807015509293,0.00459794063,-2.971501809153777,-2.96868483831628,-2.96868483831628,-2.9690872627216365
-1.05694277176597,-0.5341399162960581,0.004471889001741936,-2.928993582575979,-2.989471507176102,-2.9584460121632086,-2.9371248148659994,-1.0424144833628244,-0.5215547646607522,0.004601829500000001,-2.971501809153777,-2.96868483831628,-2.9685506968478275,-2.9689531212531843
-1.0564680214217756,-0.5327424153177984,0.00446782649707517,-2.9285229572385094,-2.9904071328473183,-2.959752388093139,-2.9384478158087957,-1.0420515149177358,-0.5206280367158453,0.004609607240000001,-2.971501809153777,-2.96868483831628,-2.9685506968478275,-2.9689531212531843
-1.0560987711540686,-0.5317991021574731,0.004488139020408982,-2.928993582575979,-2.990126445145954,-2.9590992001281737,-2.93788081540474,-1.0417734965342638,-0.519724476969561,0.004617384980000001,-2.971501809153777,-2.96868483831628,-2.9685506968478275,-2.9689531212531843
-1.055887771001093,-0.5307859139482347,0.004500326534409269,-2.9284288321710146,-2.990781383115806,-2.960032325792409,-2.9387313160108235,-1.0415340918151628,-0.5188363626890252,0.004623866430000001,-2.971501809153777,-2.96868483831628,-2.9685506968478275,-2.9689531212531843
-1.055940521039337,-0.5299124758368225,0.004536889076410124,-2.929181832710967,-2.989658632310346,-2.9585393247296334,-2.9375028151353693,-1.0413487462261812,-0.5179250802098667,0.0046277553,-2.971501809153777,-2.96868483831628,-2.9685506968478275,-2.9689531212531843
-1.0561515211923123,-0.5290739752498665,0.004553139095077173,-2.929370082845954,-2.9905006954144406,-2.959752388093139,-2.938164315606768,-1.041271518897439,-0.5171219159909474,0.004630347880000001,-2.971501809153777,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.055254770542167,-0.5278162243694327,0.004496264029742507,-2.9288053324409913,-2.990126445145954,-2.959659075526714,-2.938164315606768,-1.0412637961645648,-0.516419147299393,0.00463294046,-2.971501809153777,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0556767708481178,-0.5271873489292158,0.004532826571743365,-2.9288053324409913,-2.9903135702801977,-2.959285825261021,-2.937975315472082,-1.0412792416303134,-0.5158244968680776,0.004636829330000001,-2.971501809153777,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0555185207333864,-0.5268030361601945,0.004536889076410124,-2.9290877076434723,-2.9903135702801977,-2.959379137827444,-2.9383533157414536,-1.0413178552946845,-0.5153997465599953,0.004638125620000001,-2.9713676676853247,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.055254770542167,-0.5261042856710645,0.004516576553076319,-2.9288994575084843,-2.990781383115806,-2.959939013225986,-2.9385423158761395,-1.0413950826234266,-0.5150753917792779,0.00463942191,-2.9713676676853247,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0558350209628493,-0.5262090982444341,0.004545014085743652,-2.9290877076434723,-2.989658632310346,-2.9585393247296334,-2.937597315202712,-1.0414954781507917,-0.5149595507861645,0.0046420144900000005,-2.9713676676853247,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0557822709246052,-0.5260693481466081,0.004545014085743652,-2.929275957778461,-2.9895650697432243,-2.9586326372960565,-2.9373138150006843,-1.0415649827466595,-0.5149286598546676,0.0046420144900000005,-2.9713676676853247,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.05557127077163,-0.5260693481466081,0.004520639057743081,-2.9283347071035215,-2.990126445145954,-2.9590058875617506,-2.937691815270054,-1.041642210075402,-0.514974996251913,0.0046420144900000005,-2.9713676676853247,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0554657706951422,-0.5260344106221515,0.004496264029742507,-2.9288053324409913,-2.9904071328473183,-2.9589125749953267,-2.937786315337398,-1.041680823739773,-0.5150985599779005,0.0046420144900000005,-2.971233526216872,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0556767708481178,-0.5266982235868249,0.004557201599743935,-2.929558332980942,-2.990781383115806,-2.960125638358832,-2.9386368159434815,-1.0416962692055214,-0.5152993510326304,0.0046420144900000005,-2.971233526216872,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.055940521039337,-0.5267331611112813,0.004520639057743081,-2.9288053324409913,-2.9903135702801977,-2.959472450393868,-2.9383533157414536,-1.0416962692055214,-0.5155387557517314,0.004643310780000001,-2.971233526216872,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.055887771001093,-0.5268729112091073,0.004500326534409269,-2.9284288321710146,-2.98993932001171,-2.9591925126945977,-2.937597315202712,-1.0416653782740246,-0.5158244968680776,0.004643310780000001,-2.97109938474842,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0558350209628493,-0.5271524114047594,0.004516576553076319,-2.9288053324409913,-2.9904071328473183,-2.959472450393868,-2.9382588156741116,-1.041649932808276,-0.5159943969913107,0.004643310780000001,-2.97109938474842,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.056415271383532,-0.5277114117960633,0.00456532660907746,-2.929464207913449,-2.990781383115806,-2.959752388093139,-2.9385423158761395,-1.0416267646096533,-0.5162106335117889,0.004643310780000001,-2.97109938474842,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0562570212688,-0.5277812868449763,0.004545014085743652,-2.929181832710967,-2.9905006954144406,-2.959379137827444,-2.938164315606768,-1.0415804282124081,-0.5163728109021476,0.004643310780000001,-2.97109938474842,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.05557127077163,-0.5276415367471501,0.0044922015250757445,-2.9287112073734973,-2.9904071328473183,-2.959285825261021,-2.9382588156741116,-1.0415804282124081,-0.5164886518952609,0.004643310780000001,-2.97109938474842,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.05557127077163,-0.5277463493205199,0.004496264029742507,-2.9280523319010396,-2.9904071328473183,-2.959285825261021,-2.9382588156741116,-1.0415727054795338,-0.5165504337582548,0.004643310780000001,-2.97109938474842,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0560460211158245,-0.5281306620895412,0.004553139095077173,-2.9285229572385094,-2.990968508250048,-2.960032325792409,-2.9387313160108235,-1.0415881509452822,-0.516558156491129,0.004644607070000001,-2.97109938474842,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0554657706951422,-0.5277463493205199,0.004512514048409553,-2.9282405820360276,-2.9910620708171702,-2.960125638358832,-2.9386368159434815,-1.0415881509452822,-0.5165504337582548,0.004644607070000001,-2.97109938474842,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0560460211158245,-0.5281306620895412,0.004549076590410414,-2.929181832710967,-2.9900328825788325,-2.959285825261021,-2.937786315337398,-1.0415958736781565,-0.5165195428267578,0.00464590336,-2.97109938474842,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.055940521039337,-0.5279559744672586,0.004528764067076602,-2.9290877076434723,-2.9903135702801977,-2.959659075526714,-2.9382588156741116,-1.0416035964110308,-0.5164886518952609,0.004644607070000001,-2.970965243279968,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.055940521039337,-0.5279210369428022,0.004536889076410124,-2.928993582575979,-2.9903135702801977,-2.9590058875617506,-2.93788081540474,-1.041611319143905,-0.5164423154980157,0.00464590336,-2.970965243279968,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.055202020503923,-0.527466849124868,0.00448407651574222,-2.9288053324409913,-2.9906878205486835,-2.959565762960291,-2.9382588156741116,-1.041611319143905,-0.5164037018336445,0.00464590336,-2.970965243279968,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.055887771001093,-0.5277463493205199,0.004536889076410124,-2.9281464569685336,-2.9906878205486835,-2.959845700659562,-2.9387313160108235,-1.041611319143905,-0.5163959791007703,0.00464590336,-2.9708311018115157,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0553602706186545,-0.5275367241737807,0.0044922015250757445,-2.9278640817660517,-2.990594257981562,-2.959939013225986,-2.9387313160108235,-1.0416190418767792,-0.5163882563678961,0.00464590336,-2.9708311018115157,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0553075205804112,-0.5275716616982373,0.0044922015250757445,-2.9286170823060025,-2.98993932001171,-2.9589125749953267,-2.9375028151353693,-1.041611319143905,-0.5164037018336445,0.00464590336,-2.9708311018115157,-2.96868483831628,-2.9684165553793753,-2.9689531212531843
-1.0554657706951422,-0.5276065992226939,0.004500326534409269,-2.9282405820360276,-2.9898457574445896,-2.9587259498624805,-2.937597315202712,-1.0416035964110308,-0.5164114245665188,0.00464590336,-2.9708311018115157,-2.96868483831628,-2.9684165553793753,-2.9690872627216365
-1.0556767708481178,-0.5277463493205199,0.004520639057743081,-2.9284288321710146,-2.9898457574445896,-2.9585393247296334,-2.9374083150680272,-1.0416035964110308,-0.5164268700322672,0.00464590336,-2.9708311018115157,-2.96868483831628,-2.9684165553793753,-2.9690872627216365
-1.0554130206568986,-0.5275017866493241,0.00448407651574222,-2.9282405820360276,-2.991155633384291,-2.959939013225986,-2.9389203161455093,-1.0415958736781565,-0.5164268700322672,0.00464590336,-2.9708311018115157,-2.96868483831628,-2.9684165553793753,-2.9690872627216365
-1.0556240208098737,-0.5276415367471501,0.0045084515437427905,-2.9281464569685336,-2.9905006954144406,-2.959752388093139,-2.9384478158087957,-1.0415958736781565,-0.5164345927651414,0.00464590336,-2.9708311018115157,-2.96868483831628,-2.9684165553793753,-2.9690872627216365
-1.0563625213452879,-0.5282005371384542,0.0045693891137442225,-2.928993582575979,-2.990781383115806,-2.959845700659562,-2.9385423158761395,-1.0415958736781565,-0.5164345927651414,0.00464590336,-2.9708311018115157,-2.96868483831628,-2.9684165553793753,-2.9690872627216365
-1.0562570212688,-0.5279909119917152,0.004540951581076889,-2.929181832710967,-2.9908749456829264,-2.959659075526714,-2.9384478158087957,-1.0415881509452822,-0.5164268700322672,0.00464590336,-2.9706969603430635,-2.96868483831628,-2.9684165553793753,-2.9690872627216365
-1.0553075205804112,-0.5275367241737807,0.0044800140110754574,-2.9281464569685336,-2.9900328825788325,-2.9590058875617506,-2.937786315337398,-1.0416035964110308,-0.516419147299393,0.00464590336,-2.9706969603430635,-2.9685506968478275,-2.9685506968478275,-2.9689531212531843
-1.0562570212688,-0.5280258495161718,0.004557201599743935,-2.9286170823060025,-2.9905006954144406,-2.960032325792409,-2.9382588156741116,-1.0416190418767792,-0.516419147299393,0.00464590336,-2.9706969603430635,-2.9685506968478275,-2.9685506968478275,-2.9689531212531843
